# [ca]_0	Values[ybar]	
1e-08	0.00356596	
1.12202e-08	0.00399979	
1.25893e-08	0.00448623	
1.41254e-08	0.00503159	
1.58489e-08	0.00564297	
1.77828e-08	0.00632828	
1.99526e-08	0.00709635	
2.23872e-08	0.00795707	
2.51189e-08	0.00892146	
2.81838e-08	0.0100018	
3.16228e-08	0.0112118	
3.54813e-08	0.0125667	
3.98107e-08	0.0140834	
4.46684e-08	0.0157808	
5.01187e-08	0.0176797	
5.62341e-08	0.0198033	
6.30957e-08	0.0221769	
7.07946e-08	0.0248287	
7.94328e-08	0.0277896	
8.91251e-08	0.0310933	
1e-07	0.0347767	
1.12202e-07	0.0388795	
1.25893e-07	0.0434454	
1.41254e-07	0.04852	
1.58489e-07	0.0541526	
1.77828e-07	0.0603945	
1.99526e-07	0.0672994	
2.23872e-07	0.0749216	
2.51189e-07	0.0833156	
2.81838e-07	0.0925341	
3.16228e-07	0.102626	
3.54813e-07	0.113635	
3.98107e-07	0.125596	
4.46684e-07	0.13853	
5.01187e-07	0.152443	
5.62341e-07	0.167325	
6.30957e-07	0.18314	
7.07946e-07	0.19983	
7.94328e-07	0.21731	
8.91251e-07	0.235472	
1e-06	0.254187	
1.12202e-06	0.27331	
1.25893e-06	0.292688	
1.41254e-06	0.312173	
1.58489e-06	0.331626	
1.77828e-06	0.350932	
1.99526e-06	0.370001	
2.23872e-06	0.388783	
2.51189e-06	0.407257	
2.81838e-06	0.425443	
3.16228e-06	0.443388	
3.54813e-06	0.461168	
3.98107e-06	0.478877	
4.46684e-06	0.496624	
5.01187e-06	0.51452	
5.62341e-06	0.532676	
6.30957e-06	0.55119	
7.07946e-06	0.57014	
7.94328e-06	0.58958	
8.91251e-06	0.609528	
1e-05	0.629966	
1.12202e-05	0.650832	
1.25893e-05	0.672025	
1.41254e-05	0.693405	
1.58489e-05	0.714801	
1.77828e-05	0.736021	
1.99526e-05	0.756863	
2.23872e-05	0.777128	
2.51189e-05	0.796634	
2.81838e-05	0.815221	
3.16228e-05	0.832763	
3.54813e-05	0.849171	
3.98107e-05	0.86439	
4.46684e-05	0.878401	
5.01187e-05	0.891212	
5.62341e-05	0.902858	
6.30957e-05	0.913391	
7.07946e-05	0.922877	
7.94328e-05	0.931389	
8.91251e-05	0.939004	
0.0001	0.945801	
0.000112202	0.951857	
0.000125893	0.957244	
0.000141254	0.962032	
0.000158489	0.966283	
0.000177828	0.970057	
0.000199526	0.973405	
0.000223872	0.976374	
0.000251189	0.979009	
0.000281838	0.981346	
0.000316228	0.98342	
0.000354813	0.98526	
0.000398107	0.986894	
0.000446684	0.988344	
0.000501187	0.989632	
0.000562341	0.990776	
0.000630957	0.991792	
0.000707946	0.992696	
0.000794328	0.993499	
0.000891251	0.994213	
0.001	0.994848	
