# [ca]_0	Values[ybar]	
1e-08	0.012188	
1.1749e-08	0.0143181	
1.38038e-08	0.0168201	
1.62181e-08	0.0197589	
1.90546e-08	0.0232104	
2.23872e-08	0.0272639	
2.63027e-08	0.0320239	
3.0903e-08	0.0376131	
3.63078e-08	0.0441748	
4.2658e-08	0.0518772	
5.01187e-08	0.0609165	
5.88844e-08	0.0715218	
6.91831e-08	0.0839599	
8.12831e-08	0.0985404	
9.54993e-08	0.11562	
1.12202e-07	0.135609	
1.31826e-07	0.158968	
1.54882e-07	0.186203	
1.8197e-07	0.217842	
2.13796e-07	0.254355	
2.51189e-07	0.295962	
2.95121e-07	0.342088	
3.46737e-07	0.389989	
4.0738e-07	0.432775	
4.7863e-07	0.463048	
5.62341e-07	0.481921	
6.60693e-07	0.494717	
7.76247e-07	0.504872	
9.12011e-07	0.514055	
1.07152e-06	0.523109	
1.25893e-06	0.532512	
1.47911e-06	0.54257	
1.7378e-06	0.553495	
2.04174e-06	0.565444	
2.39883e-06	0.57853	
2.81838e-06	0.592825	
3.31131e-06	0.608361	
3.89045e-06	0.625126	
4.57088e-06	0.643061	
5.37032e-06	0.662057	
6.30957e-06	0.681956	
7.4131e-06	0.702554	
8.70964e-06	0.723611	
1.02329e-05	0.744861	
1.20226e-05	0.766025	
1.41254e-05	0.786827	
1.65959e-05	0.80701	
1.94984e-05	0.826349	
2.29087e-05	0.844654	
2.69153e-05	0.861787	
3.16228e-05	0.877651	
3.71535e-05	0.892196	
4.36516e-05	0.905414	
5.12861e-05	0.917328	
6.0256e-05	0.927988	
7.07946e-05	0.937463	
8.31764e-05	0.945838	
9.77237e-05	0.953202	
0.000114815	0.959649	
0.000134896	0.96527	
0.000158489	0.970155	
0.000186209	0.974388	
0.000218776	0.978047	
0.00025704	0.981201	
0.000301995	0.983917	
0.000354813	0.986251	
0.000416869	0.988253	
0.000489779	0.989969	
0.00057544	0.991439	
0.000676083	0.992696	
0.000794328	0.993771	
0.000933254	0.994689	
0.00109648	0.995473	
0.00128825	0.996142	
0.00151356	0.996713	
0.00177828	0.9972	
0.0020893	0.997615	
0.00245471	0.997969	
0.00288403	0.99827	
0.00338844	0.998527	
0.00398107	0.998746	
0.00467735	0.998932	
0.00549541	0.999091	
0.00645654	0.999226	
0.00758578	0.999341	
0.00891251	0.999439	
0.0104713	0.999522	
0.0123027	0.999593	
0.0144544	0.999654	
0.0169824	0.999705	
0.0199526	0.999749	
0.0234423	0.999787	
0.0275423	0.999818	
0.0323594	0.999845	
0.0380189	0.999868	
0.0446684	0.999888	
0.0524807	0.999905	
0.0616595	0.999919	
0.0724436	0.999931	
0.0851138	0.999941	
0.1	0.99995	
