# [ca]_0	Values[total_CaMKII_bound]	Values[total_PP2B_bound]	
1e-07	8.92622e-07	1.56799e-06	
1.09648e-07	8.93107e-07	1.56801e-06	
1.20226e-07	8.93644e-07	1.56803e-06	
1.31826e-07	8.94242e-07	1.56805e-06	
1.44544e-07	8.94908e-07	1.56807e-06	
1.58489e-07	8.9565e-07	1.5681e-06	
1.7378e-07	8.96479e-07	1.56813e-06	
1.90546e-07	8.97405e-07	1.56816e-06	
2.0893e-07	8.98441e-07	1.5682e-06	
2.29087e-07	8.99604e-07	1.56824e-06	
2.51189e-07	9.0091e-07	1.56829e-06	
2.75423e-07	9.0238e-07	1.56834e-06	
3.01995e-07	9.04037e-07	1.56839e-06	
3.31131e-07	9.0591e-07	1.56846e-06	
3.63078e-07	9.08032e-07	1.56853e-06	
3.98107e-07	9.1044e-07	1.56862e-06	
4.36516e-07	9.1318e-07	1.56871e-06	
4.7863e-07	9.16306e-07	1.56881e-06	
5.24807e-07	9.1988e-07	1.56894e-06	
5.7544e-07	9.23979e-07	1.56907e-06	
6.30957e-07	9.28692e-07	1.56923e-06	
6.91831e-07	9.34125e-07	1.56941e-06	
7.58578e-07	9.40407e-07	1.56961e-06	
8.31764e-07	9.47689e-07	1.56984e-06	
9.12011e-07	9.56155e-07	1.57011e-06	
1e-06	9.66022e-07	1.57041e-06	
1.09648e-06	9.77551e-07	1.57076e-06	
1.20226e-06	9.91055e-07	1.57116e-06	
1.31826e-06	1.0069e-06	1.57161e-06	
1.44544e-06	1.02554e-06	1.57212e-06	
1.58489e-06	1.04748e-06	1.5727e-06	
1.7378e-06	1.07334e-06	1.57336e-06	
1.90546e-06	1.10383e-06	1.5741e-06	
2.0893e-06	1.13976e-06	1.57491e-06	
2.29087e-06	1.18207e-06	1.57581e-06	
2.51189e-06	1.23181e-06	1.57679e-06	
2.75423e-06	1.29016e-06	1.57784e-06	
3.01995e-06	1.35841e-06	1.57896e-06	
3.31131e-06	1.43794e-06	1.58014e-06	
3.63078e-06	1.53026e-06	1.58134e-06	
3.98107e-06	1.63697e-06	1.58257e-06	
4.36516e-06	1.75977e-06	1.58381e-06	
4.7863e-06	1.90047e-06	1.58503e-06	
5.24807e-06	2.06097e-06	1.58621e-06	
5.7544e-06	2.2433e-06	1.58736e-06	
6.30957e-06	2.44964e-06	1.58845e-06	
6.91831e-06	2.68235e-06	1.58948e-06	
7.58578e-06	2.94396e-06	1.59045e-06	
8.31764e-06	3.23724e-06	1.59135e-06	
9.12011e-06	3.56522e-06	1.59218e-06	
1e-05	3.93121e-06	1.59294e-06	
1.09648e-05	4.33886e-06	1.59364e-06	
1.20226e-05	4.79218e-06	1.59428e-06	
1.31826e-05	5.29558e-06	1.59486e-06	
1.44544e-05	5.85393e-06	1.59539e-06	
1.58489e-05	6.4726e-06	1.59587e-06	
1.7378e-05	7.1575e-06	1.5963e-06	
1.90546e-05	7.91516e-06	1.5967e-06	
2.0893e-05	8.75276e-06	1.59705e-06	
2.29087e-05	9.67823e-06	1.59738e-06	
2.51189e-05	1.07003e-05	1.59767e-06	
2.75423e-05	1.18285e-05	1.59793e-06	
3.01995e-05	1.30733e-05	1.59817e-06	
3.31131e-05	1.4446e-05	1.59838e-06	
3.63078e-05	1.59588e-05	1.59857e-06	
3.98107e-05	1.76239e-05	1.59875e-06	
4.36516e-05	1.94524e-05	1.5989e-06	
4.7863e-05	2.14495e-05	1.59905e-06	
5.24807e-05	2.35978e-05	1.59917e-06	
5.7544e-05	2.57774e-05	1.59928e-06	
6.30957e-05	2.74291e-05	1.59935e-06	
6.91831e-05	2.80012e-05	1.59937e-06	
7.58578e-05	2.81573e-05	1.59937e-06	
8.31764e-05	2.82225e-05	1.59938e-06	
9.12011e-05	2.82593e-05	1.59938e-06	
0.0001	2.8283e-05	1.59938e-06	
0.000109648	2.82989e-05	1.59938e-06	
0.000120226	2.83095e-05	1.59938e-06	
0.000131826	2.83162e-05	1.59938e-06	
0.000144544	2.83204e-05	1.59938e-06	
0.000158489	2.83229e-05	1.59938e-06	
0.00017378	2.83245e-05	1.59938e-06	
0.000190546	2.83255e-05	1.59938e-06	
0.00020893	2.83261e-05	1.59938e-06	
0.000229087	2.83266e-05	1.59938e-06	
0.000251189	2.83269e-05	1.59938e-06	
0.000275423	2.83271e-05	1.59938e-06	
0.000301995	2.83272e-05	1.59938e-06	
0.000331131	2.83273e-05	1.59938e-06	
0.000363078	2.83274e-05	1.59938e-06	
0.000398107	2.83275e-05	1.59938e-06	
0.000436516	2.83275e-05	1.59938e-06	
0.00047863	2.83276e-05	1.59938e-06	
0.000524807	2.83276e-05	1.59938e-06	
0.00057544	2.83276e-05	1.59938e-06	
0.000630957	2.83276e-05	1.59938e-06	
0.000691831	2.83277e-05	1.59938e-06	
0.000758578	2.83277e-05	1.59938e-06	
0.000831764	2.83277e-05	1.59938e-06	
0.000912011	2.83277e-05	1.59938e-06	
0.001	2.83277e-05	1.59938e-06	
