# [ca]_0	Values[ybar]	
1e-08	0.00355583	
1.1749e-08	0.00417402	
1.38038e-08	0.00489892	
1.62181e-08	0.00574867	
1.90546e-08	0.00674436	
2.23872e-08	0.00791052	
2.63027e-08	0.00927558	
3.0903e-08	0.0108724	
3.63078e-08	0.012739	
4.2658e-08	0.0149189	
5.01187e-08	0.017462	
5.88844e-08	0.0204253	
6.91831e-08	0.023873	
8.12831e-08	0.0278775	
9.54993e-08	0.0325194	
1.12202e-07	0.0378875	
1.31826e-07	0.0440782	
1.54882e-07	0.0511942	
1.8197e-07	0.0593428	
2.13796e-07	0.0686323	
2.51189e-07	0.0791671	
2.95121e-07	0.091042	
3.46737e-07	0.104333	
4.0738e-07	0.11909	
4.7863e-07	0.135321	
5.62341e-07	0.152986	
6.60693e-07	0.171985	
7.76247e-07	0.19215	
9.12011e-07	0.213247	
1.07152e-06	0.234983	
1.25893e-06	0.257017	
1.47911e-06	0.278988	
1.7378e-06	0.300537	
2.04174e-06	0.321336	
2.39883e-06	0.341109	
2.81838e-06	0.359646	
3.31131e-06	0.376808	
3.89045e-06	0.392526	
4.57088e-06	0.406793	
5.37032e-06	0.419649	
6.30957e-06	0.431173	
7.4131e-06	0.44147	
8.70964e-06	0.450659	
1.02329e-05	0.458869	
1.20226e-05	0.466231	
1.41254e-05	0.472875	
1.65959e-05	0.478929	
1.94984e-05	0.484514	
2.29087e-05	0.489749	
2.69153e-05	0.494748	
3.16228e-05	0.499622	
3.71535e-05	0.504479	
4.36516e-05	0.509425	
5.12861e-05	0.514567	
6.0256e-05	0.520012	
7.07946e-05	0.525868	
8.31764e-05	0.532243	
9.77237e-05	0.539246	
0.000114815	0.546986	
0.000134896	0.555567	
0.000158489	0.565091	
0.000186209	0.575648	
0.000218776	0.587314	
0.00025704	0.600147	
0.000301995	0.614176	
0.000354813	0.629401	
0.000416869	0.645783	
0.000489779	0.66324	
0.00057544	0.68165	
0.000676083	0.700847	
0.000794328	0.720625	
0.000933254	0.740754	
0.00109648	0.76098	
0.00128825	0.781045	
0.00151356	0.800698	
0.00177828	0.819709	
0.0020893	0.837876	
0.00245471	0.855038	
0.00288403	0.871071	
0.00338844	0.885898	
0.00398107	0.89948	
0.00467735	0.911813	
0.00549541	0.922923	
0.00645654	0.932861	
0.00758578	0.941693	
0.00891251	0.949499	
0.0104713	0.956362	
0.0123027	0.962371	
0.0144544	0.967611	
0.0169824	0.972164	
0.0199526	0.976111	
0.0234423	0.979522	
0.0275423	0.982463	
0.0323594	0.984996	
0.0380189	0.987172	
0.0446684	0.98904	
0.0524807	0.990641	
0.0616595	0.992012	
0.0724436	0.993185	
0.0851138	0.994188	
0.1	0.995044	
